date,EPA_PM2.5,EPA_PM10,EPA_NO2,12_PM2.5,12_PM10,12_NO2,35_PM2.5,35_PM10,35_NO2,36_PM2.5,36_PM10,36_NO2,43_PM2.5,43_PM10,43_NO2,54_PM2.5,54_PM10,54_NO2
2023-05-17T06:00:00+0000,9.34,15.97,33.96,,,7.708606322,36.66666667,39.33333333,8.918773938,2.666666667,2.666666667,9.490997281,4.333333333,4.333333333,9.297564018,6.333333333,6.333333333,8.112191354
2023-05-17T07:00:00+0000,9.65,15.29,32.76,5.333333333,5.333333333,7.26114778,41.33333333,47.66666667,8.586866209,4.666666667,4.666666667,8.589089071,7,7.333333333,9.107567066,9,9,8.185497969
2023-05-17T08:00:00+0000,12.06,23.45,47.67,11.66666667,12,5.57094465,5.333333333,9,7.319665586,9.333333333,9.333333333,6.407678216,11.33333333,11.33333333,7.552443824,12,12,7.484119732
2023-05-17T09:00:00+0000,13.88,42.27,52.31,11,15,3.641865366,0,8.333333333,5.393106641,10,12.33333333,5.006382286,10.33333333,13.66666667,6.723454101,10,12,6.656477178
2023-05-17T10:00:00+0000,16.55,59.04,42.87,10.66666667,16.66666667,4.695328887,8,13,4.991771835,13,14,5.127546509,11,13,9.436885516,14.66666667,16,6.604616106
2023-05-17T11:00:00+0000,13.61,51.84,30.07,7.333333333,13.33333333,4.108764417,64.33333333,67,4.874502524,7.333333333,11.66666667,3.762354598,5.666666667,11,6.670754587,9.333333333,12,4.500857496
2023-05-17T12:00:00+0000,13.08,43.37,27.23,9,15,5.319424404,7.333333333,13.66666667,4.718550665,8.666666667,12.33333333,4.270524751,6,12.33333333,9.413339737,7.333333333,12,5.119156648
2023-05-17T13:00:00+0000,14.85,50.68,31.21,9.5,12.5,6.636067498,15.33333333,21.33333333,5.663728127,9.666666667,12,4.66409427,6.666666667,11,8.187306709,10.66666667,14,5.940747752
2023-05-17T14:00:00+0000,14.36,56.19,31.71,7,12,6.146962353,6.333333333,11,5.482905518,7.666666667,11.33333333,3.874742033,5.333333333,10.66666667,8.0276622,7.333333333,12.33333333,5.133177719
2023-05-17T15:00:00+0000,16.50,79.89,23.85,6.333333333,12.66666667,5.622420901,22.33333333,24,5.255959723,7,12,2.454251199,7,12.33333333,7.268156514,7,12.33333333,4.268395218
2023-05-17T16:00:00+0000,14.39,67.00,23.90,3.333333333,12,5.612400023,9,15.66666667,4.939691147,6.666666667,12,2.7358529,3.666666667,11,8.082343306,7,12,4.007642399
2023-05-17T17:00:00+0000,10.41,29.48,19.67,5.666666667,11.33333333,5.267749961,20.66666667,25,5.031968914,6.666666667,11.33333333,2.33804242,5,10,5.489081343,7,12,4.004748628
2023-05-17T18:00:00+0000,8.40,13.75,8.30,7.666666667,14.66666667,4.730722143,60,65,4.463650495,8.333333333,14.66666667,2.565463013,6.333333333,14.66666667,8.074217551,8,13.66666667,3.870861731
2023-05-17T19:00:00+0000,8.41,14.26,10.16,3,13.66666667,5.08664203,142,143,4.924875959,8.666666667,13.66666667,3.663063459,6.666666667,14,7.087023882,10.33333333,15.66666667,4.192570872
2023-05-17T20:00:00+0000,7.46,12.89,13.81,4.666666667,13.66666667,4.431125382,88,90.33333333,5.346231294,5.666666667,11.33333333,4.90284742,4.666666667,12.33333333,8.091838025,5.666666667,13.33333333,4.111509675
2023-05-17T21:00:00+0000,7.82,13.38,11.51,5.666666667,11.33333333,3.900683268,14,21.33333333,6.210139863,6,8.333333333,6.232887355,5.666666667,9.666666667,7.924609866,7,11.66666667,4.47658701
2023-05-17T22:00:00+0000,6.58,10.27,9.24,2.666666667,8.666666667,4.498883491,14,20.33333333,6.853474116,5.333333333,8.333333333,7.09635083,3.333333333,8.333333333,7.799811205,4.666666667,9,5.262998532
2023-05-17T23:00:00+0000,6.17,9.85,8.08,2,8,5.109892113,0.666666667,6,7.289034149,3,7.333333333,7.675123756,1.666666667,7.666666667,7.818286758,4.333333333,9.333333333,5.877776532
